anio,codigo_delito_snic_id,codigo_delito_snic_nombre,cantidad_hechos,cantidad_victimas,cantidad_victimas_masc,cantidad_victimas_fem,cantidad_victimas_sd,tasa_hechos,tasa_victimas,tasa_victimas_masc,tasa_victimas_fem
2024,1,Homicidios dolosos,1734,1803,1490,313,0,3.6840596,3.8306572,6.4410577,1.3077196
2024,10,Abusos sexuales con acceso carnal (violaciones),6196,6375,550,4958,867,13.164034,13.544337,2.3775716,20.714613
2024,11,Otros delitos contra la integridad sexual,27199,30218,3527,21718,4973,57.787048,64.201218,15.246719,90.73819
2024,11_1,Tentativa de abuso sexual con acceso carnal,251,268,26,227,15,.53327507,.56939334,.1123943,.94841003
2024,11_2,Abuso sexual simple,17664,19872,2280,14287,3305,37.528969,42.220089,9.8561153,59.691341
2024,11_3,Abuso sexual agravado,1571,1732,226,1358,148,3.3377497,3.6798105,.97696584,5.673748
2024,11_4,Ciberdelitos sexuales vinculados a menores,795,819,60,309,450,1.6890585,1.740049,.25937146,1.2910075
2024,11_5,Otros delitos contra la integridad sexual,6918,7527,935,5537,1055,14.697996,15.991879,4.041872,23.133684
2024,12,Delitos contra el estado civil,121,,,,,.25707683,,,
2024,13,Amenazas,204599,,,,,434.69144,,,
2024,14,Otros delitos contra la libertad,12817,14101,4059,5831,4211,27.231022,29.959011,17.546478,24.362022
2024,14_1,Trata de personas simple,174,294,44,172,78,.36968073,.62463295,.19020574,.71861905
2024,14_2,Trata de personas agravado,28,28,1,11,16,.059488855,.059488855,.0043228576,.045958195
2024,14_3,Otros delitos contra la libertad,12615,13779,4014,5648,4117,26.801853,29.274889,17.35195,23.597445
2024,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),460618,,,,,978.62988,,,
2024,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),35320,,,,,75.040939,,,
2024,17,Robos agravados por el resultado de lesiones y/o muertes,5750,,,,,12.216461,,,
2024,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1427,,,,,3.0318069,,,
2024,19,Hurtos,376498,,,,,799.90839,,,
2024,2,Homicidios dolosos en grado de tentativa,1406,1693,1263,352,78,2.9871902,3.596951,5.4597692,1.4706622
2024,20,Tentativas de hurto,20358,,,,,43.252647,,,
2024,21,Otros delitos contra la propiedad,234461,,,,,498.13629,,,
2024,21_1,Extorsiones,1540,,,,,3.2718868,,,
2024,21_2,Secuestros extorsivos,106,,,,,.22520781,,,
2024,21_3,Estafas y defraudaciones (no incluye virtuales) y usura,66330,,,,,140.92485,,,
2024,21_4,Estafas y defraudaciones asistidas virtualmente,68441,,,,,145.40988,,,
2024,21_5,Daños (no incluye informáticos),73255,,,,,155.63771,,,
2024,21_6,Acceso ilegal a sistemas informáticos y daños informáticos,206,,,,,.437668,,,
2024,21_7,Otros delitos contra la propiedad,24583,,,,,52.229088,,,
2024,22,Delitos contra la seguridad pública,21181,,,,,45.001194,,,
2024,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,58,,,,,.12322691,,,
2024,22_2,Tenencia ilegal de armas de fuego,3173,,,,,6.7413621,,,
2024,22_3,Portación ilegal de armas de fuego,1963,,,,,4.1705937,,,
2024,22_4,Acopio y fabricación ilegal de armas piezas y municiones,181,,,,,.38455296,,,
2024,22_5,Entrega y comercialización ilegal de armas de fuego,95,,,,,.20183718,,,
2024,22_6,Omisión adulteración y supresión de marcaje,149,,,,,.31656569,,,
2024,22_7,Otros delitos contra la seguridad pública,15562,,,,,33.063053,,,
2024,23,Delitos contra el orden público,2026,,,,,4.3044434,,,
2024,24,Delitos contra la seguridad de la nación,68,,,,,.14447293,,,
2024,25,Delitos contra los poderes públicos y el orden constitucional,118,,,,,.25070304,,,
2024,26,Delitos contra la administración pública,49942,,,,,106.10686,,,
2024,27,Delitos contra la fe pública,10533,,,,,22.378431,,,
2024,28,Ley 23.737 (estupefacientes),91008,,,,,193.35577,,,
2024,28_1,Siembra y producción de estupefacientes,950,,,,,2.0183718,,,
2024,28_10,Otros delitos previstos en la ley 23.737,12603,,,,,26.776358,,,
2024,28_2,Comercialización y entrega de estupefacientes,8015,,,,,17.028685,,,
2024,28_3,Tenencia o entrega atenuada de estupefacientes,556,,,,,1.1812787,,,
2024,28_4,Desvío de Importación de estupefacientes,1,,,,,.002124602,,,
2024,28_5,Organización y financiación de estupefacientes,126,,,,,.26769984,,,
2024,28_6,Tenencia simple de estupefacientes,9793,,,,,20.806227,,,
2024,28_7,Tenencia simple atenuada para uso personal de estupefacientes,58232,,,,,123.71982,,,
2024,28_8,Confabulación de estupefacientes,134,,,,,.28469667,,,
2024,28_9,Contrabando de estupefacientes,598,,,,,1.270512,,,
2024,29,Delitos previstos en otras leyes,67496,,,,,143.40213,,,
2024,29_1,Ley de residuos peligrosos,67,,,,,.14234833,,,
2024,29_2,Ley de fauna,1328,,,,,2.8214715,,,
2024,29_3,Delitos migratorios,1903,,,,,4.0431175,,,
2024,29_4,Obstrucción del código aduanero,153,,,,,.32506409,,,
2024,29_5,Contrabando Simple,16485,,,,,35.024063,,,
2024,29_6,Contrabando Agravado,597,,,,,1.2683873,,,
2024,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,16,,,,,.033993632,,,
2024,29_8,Otros delitos previstos en leyes especiales,46947,,,,,99.743683,,,
2024,3,Muertes en accidentes viales,3205,3539,2730,802,7,6.8093491,7.5189662,11.801401,3.3507702
2024,30,Contravenciones,85856,,,,,182.40982,,,
2024,31,Suicidios (consumados),4245,4249,3419,813,17,9.7777338,9.7869473,16.087038,3.6684692
2024,32,Delitos contra el orden económico y financiero,330,,,,,.70111865,,,
2024,4,Homicidios culposos por otros hechos,553,599,324,128,147,1.1749048,1.2726365,1.4006059,.53478628
2024,5,Lesiones dolosas,169511,180842,63244,88327,29271,360.1434,384.21725,273.39481,369.03177
2024,6,Lesiones culposas en Accidentes Viales,89424,107683,63143,35809,8731,189.9904,228.78351,272.95819,149.61064
2024,7,Lesiones culposas por otros hechos,13471,13813,1930,1714,10169,28.620512,29.347126,8.3431149,7.1611223
2024,8,Otros delitos contra las personas,48581,49574,14988,26635,7951,103.21529,105.32501,64.790993,111.2815
2024,9,Delitos contra el honor,843,865,324,487,54,1.7910395,1.8377806,1.4006059,2.0346947
